movie_id,genre_id
1,12
2,19
2,12
3,13
3,19
3,12
4,19
4,12
5,19
5,12
6,13
6,1
6,12
7,19
7,12
8,5
8,12
8,4
9,13
9,1
9,10
10,12
11,13
11,1
11,12
12,12
12,20
13,14
14,13
14,1
14,12
15,13
15,10
16,5
16,19
16,12
17,13
17,1
17,9
18,12
19,5
19,12
19,4
20,6
20,12
20,17
21,12
22,1
22,12
22,10
23,19
23,12
24,16
24,1
24,18
25,12
25,3
26,19
26,12
26,9
27,6
27,12
27,20
28,19
28,12
28,21
29,19
29,12
29,17
30,13
30,1
30,9
31,13
31,12
31,21
32,13
32,1
32,12
33,12
33,18
33,9
34,19
34,12
34,17
35,12
35,15
36,5
36,6
36,12
37,12
37,21
37,10
38,19
38,12
38,17
39,5
39,12
39,15
40,13
40,1
40,12
41,12
42,19
42,21
42,17
43,13
43,19
43,12
44,16
44,1
44,12
45,13
45,10
46,12
46,20
47,16
47,12
47,3
48,1
48,6
48,10
49,14
50,2
50,21
50,17
51,12
51,20
51,3
52,6
52,12
52,18
53,6
53,12
53,20
54,12
55,5
55,12
55,4
56,13
56,19
56,12
57,16
57,12
57,9
58,13
58,5
58,12
59,16
59,13
59,1
60,13
60,1
60,12
61,13
61,1
61,10
62,16
62,1
62,18
63,12
63,14
64,13
64,1
65,6
65,12
66,12
66,18
67,16
67,1
67,18
68,12
68,21
68,17
69,13
69,12
69,21
70,21
70,17
71,16
71,13
71,1
72,19
72,12
73,13
73,1
74,12
74,2
75,12
75,21
75,3
76,2
76,10
77,12
77,8
78,19
78,12
78,21
79,6
80,19
80,12
80,21
81,12
81,3
82,21
82,17
83,12
83,11
84,6
84,12
84,3
85,12
85,17
85,3
86,12
86,9
86,2
87,19
87,12
87,15
88,19
88,12
88,17
89,12
90,12
91,12
91,21
91,3
92,12
93,12
93,18
94,1
94,12
94,3
95,12
95,20
95,10
96,6
96,20
97,6
97,19
98,12
99,12
100,12
100,20
101,12
101,18
101,7
102,16
102,1
102,6
103,5
103,12
103,4
104,19
104,12
104,17
105,12
105,3
106,12
106,17
106,3
107,13
107,1
107,10
108,5
108,12
108,4
109,19
109,12
110,13
110,1
110,9
111,1
111,12
111,17
112,19
112,12
113,6
113,19
113,12
114,19
114,12
114,10
115,1
115,10
116,14
117,1
117,5
117,12
118,6
118,12
118,20
119,1
119,21
119,17
120,21
120,20
120,17
121,6
121,8
121,20
122,12
123,12
124,19
124,12
124,11
125,12
125,21
126,19
126,21
126,17
127,12
127,10
128,6
128,12
128,18
129,6
129,12
130,13
130,12
130,3
131,13
131,12
132,5
132,6
132,12
133,6
133,19
133,12
134,19
134,12
134,21
135,13
135,12
136,16
136,1
136,6
88,21
138,1
138,6
138,12
139,12
139,3
140,5
140,12
140,7
141,13
141,6
141,19
142,12
143,13
143,5
143,19
144,12
144,21
144,20
145,13
145,12
145,7
146,21
146,17
147,16
147,1
147,6
148,5
148,19
148,12
149,12
149,18
149,7
150,12
151,12
151,9
151,3
152,16
152,1
152,6
153,13
153,12
153,10
154,6
154,19
154,12
155,12
156,13
156,1
157,12
158,5
158,12
158,4
159,16
159,1
159,18
160,5
160,12
161,13
161,6
161,19
162,13
162,6
162,19
163,19
163,12
163,21
164,19
164,12
164,17
165,19
165,12
165,17
166,19
166,12
167,13
167,6
167,20
168,12
168,14
169,13
169,1
170,6
170,19
170,12
171,16
171,18
171,9
172,13
172,17
173,13
173,12
173,3
174,5
174,12
174,7
175,12
175,10
176,12
176,15
177,5
177,12
177,4
178,13
178,1
178,6
179,1
179,6
179,9
180,1
180,12
180,4
181,19
181,12
182,13
182,12
182,17
183,12
183,3
184,6
184,15
184,20
185,12
185,20
186,12
186,9
186,4
187,19
187,12
187,17
188,19
188,17
189,12
190,19
190,12
190,21
191,12
192,1
192,12
192,14
193,6
193,3
194,1
194,6
194,12
195,13
195,6
195,20
196,12
196,20
197,12
197,17
198,16
198,12
198,18
199,19
199,12
199,21
200,12
200,20
200,17
201,12
202,13
202,19
202,12
203,13
203,12
203,10
204,12
204,17
205,6
205,12
205,17
206,16
206,1
206,6
207,12
208,6
208,12
208,8
209,6
209,12
209,9
210,1
210,6
210,19
211,12
211,21
211,17
212,16
212,12
212,9
213,5
213,12
213,4
214,16
214,1
214,6
215,6
215,12
215,20
216,5
216,12
216,4
217,13
217,5
217,12
218,13
218,5
218,12
219,5
219,19
219,12
220,16
220,1
220,12
221,21
221,17
222,6
222,12
223,19
223,12
223,21
224,13
224,1
224,10
225,13
225,19
225,12
226,12
227,1
227,12
227,9
228,12
228,15
229,5
229,12
229,18
230,16
230,6
230,12
231,16
231,13
231,1
232,1
232,5
232,12
233,19
233,12
233,17
234,6
234,12
234,20
235,12
235,7
236,5
236,12
236,4
237,13
237,12
237,3
238,12
238,20
239,6
239,12
239,8
240,19
240,12
240,21
241,6
241,12
241,20
242,13
242,19
242,12
243,16
243,1
243,6
244,5
244,19
244,12
245,12
245,17
246,16
246,1
246,6
247,16
247,13
247,12
248,1
248,12
248,8
249,12
249,21
249,17
250,12
250,15
250,20
251,6
251,12
252,6
252,19
252,20
253,6
253,19
253,7
254,12
254,20
255,12
256,19
256,12
256,17
257,6
257,12
257,3
258,19
258,12
259,12
259,20
260,12
260,20
261,12
261,21
261,20
262,6
262,19
262,12
263,13
263,1
263,10
264,5
264,19
264,12
265,12
265,15
265,20
266,12
266,4
266,20
267,6
267,12
268,1
268,12
269,12
269,3
270,12
271,16
271,1
271,9
272,2
272,21
272,10
273,12
273,9
273,15
274,1
274,12
275,12
276,13
276,10
276,17
277,5
277,12
278,6
279,12
279,3
280,12
280,7
281,12
282,1
282,12
282,4
283,5
283,12
284,12
284,21
284,17
285,6
285,19
285,12
286,12
287,12
287,21
287,10
288,19
288,12
288,21
289,19
289,12
290,12
290,17
291,5
291,12
291,4
292,12
292,3
293,12
293,9
294,12
294,2
294,17
295,13
295,6
295,19
296,12
296,14
297,12
297,3
298,12
299,5
299,12
299,4
300,19
300,12
301,1
301,12
301,4
302,1
302,12
303,12
304,12
304,4
305,1
305,12
305,3
306,19
306,12
306,17
307,1
307,12
307,17
308,12
308,11
309,13
309,19
309,12
310,11
310,21
310,17
311,12
311,15
311,20
312,6
312,12
312,20
313,12
313,21
313,20
314,6
314,12
315,12
315,4
315,20
316,12
316,3
317,6
317,20
318,5
318,12
318,4
319,6
319,20
320,12
320,20
321,13
321,1
321,6
322,9
322,2
322,21
323,6
323,12
324,1
324,5
324,12
325,12
325,4
326,13
326,1
326,6
327,13
327,19
327,17
328,6
328,12
328,15
329,5
329,12
330,1
330,12
330,10
331,16
331,1
331,6
332,13
332,12
333,16
333,1
333,12
334,12
334,18
335,12
335,15
335,20
336,19
336,12
336,17
337,12
338,13
338,19
338,17
339,5
339,12
339,17
340,13
340,1
340,6
341,13
341,12
341,21
342,12
342,20
342,10
343,5
343,12
343,15
344,13
344,1
344,12
345,12
345,20
346,13
346,19
346,12
347,5
347,12
347,4
348,12
349,13
349,1
349,6
350,12
350,21
351,12
351,20
352,13
352,5
352,12
353,12
354,13
354,12
354,17
355,12
355,20
356,12
356,17
357,13
357,19
357,12
358,13
358,1
358,10
359,16
359,5
359,12
360,5
360,12
361,5
361,12
362,1
362,12
362,17
363,13
363,21
363,17
364,19
364,12
364,20
365,19
365,17
366,5
366,12
367,1
367,6
367,10
368,16
368,1
368,6
369,13
369,1
369,17
370,13
370,19
370,17
371,12
372,12
372,20
373,5
373,12
374,5
374,12
374,4
375,6
375,12
375,8
376,13
376,19
376,12
377,13
377,1
377,9
378,1
378,12
378,9
379,16
379,13
379,1
380,6
380,12
380,20
381,19
381,12
382,6
382,12
383,12
383,21
383,10
384,12
385,19
385,12
385,8
386,5
386,12
387,16
387,19
387,21
388,12
389,12
390,16
390,13
390,1
391,13
391,19
391,6
392,12
393,6
393,12
394,21
394,10
394,17
395,16
395,13
395,19
396,16
396,18
396,9
397,6
397,9
397,20
398,19
398,12
399,12
400,16
400,1
400,6
401,12
401,4
401,17
402,16
402,18
402,9
403,1
403,12
403,14
404,6
404,12
405,12
406,16
406,13
406,10
407,1
407,18
407,9
408,12
408,9
408,20
409,12
409,3
410,16
410,1
410,12
411,13
411,10
412,5
412,12
412,4
413,12
413,4
413,3
414,6
414,12
415,6
415,20
416,1
416,17
417,5
417,19
417,12
418,6
419,5
419,19
419,12
420,2
421,21
421,17
422,12
422,20
423,12
423,18
423,8
424,12
425,5
425,19
425,12
426,12
426,2
427,1
427,10
428,6
428,12
428,20
429,12
430,5
430,12
430,18
431,12
431,20
431,3
432,13
432,12
432,14
433,12
434,12
435,12
435,7
436,6
436,12
437,13
437,12
437,14
438,19
438,12
438,21
439,19
439,12
439,11
440,12
441,12
441,11
442,19
442,12
442,11
443,19
443,12
443,11
444,12
445,19
445,12
445,2
446,6
446,12
446,3
447,6
447,20
448,12
449,12
449,11
449,21
450,6
450,19
451,19
451,12
451,21
452,19
452,12
452,11
453,12
453,20
454,12
454,11
454,21
455,12
455,20
455,3
456,6
456,19
456,17
457,11
457,21
458,12
458,4
459,1
459,18
459,9
460,6
460,12
461,6
461,19
461,21
462,12
462,3
463,12
463,4
463,17
464,6
464,19
464,12
465,6
465,12
465,20
466,19
466,12
467,6
467,12
467,20
468,12
468,20
469,12
470,16
470,1
470,6
471,1
471,6
471,12
472,6
472,12
473,6
473,12
473,15
474,13
474,1
474,6
475,19
475,12
475,17
476,6
476,12
476,3
477,12
477,10
478,13
478,1
478,10
479,12
479,20
480,13
480,1
480,10
481,19
481,12
482,6
482,12
482,20
483,13
483,1
483,10
484,12
484,20
485,5
485,19
485,12
486,19
486,12
487,12
487,21
487,10
488,19
488,12
488,9
489,13
489,10
489,17
490,12
490,7
491,6
491,12
491,20
492,12
493,12
494,13
494,1
494,10
495,6
495,19
495,12
496,12
496,9
496,21
497,13
497,1
497,12
498,1
498,12
498,9
499,1
499,12
499,9
500,16
500,1
500,6
501,6
501,12
502,12
502,15
503,13
503,1
503,10
504,6
504,2
505,12
505,20
506,19
506,12
506,21
507,1
507,18
507,9
508,13
508,1
508,4
509,12
509,21
509,20
510,6
510,12
510,3
511,16
511,13
511,19
512,13
512,21
512,17
513,19
513,12
513,17
514,1
514,12
514,10
515,1
515,6
515,12
516,12
516,21
516,17
517,16
517,1
517,6
518,12
519,16
519,12
519,18
520,19
520,12
521,19
521,12
521,20
522,12
522,15
522,21
523,16
523,13
523,1
524,19
524,12
524,17
525,12
525,9
525,20
526,5
526,12
527,6
527,12
528,19
528,12
528,17
529,6
529,12
530,12
530,10
531,6
531,15
532,6
532,18
533,13
533,1
533,6
534,6
534,12
534,20
535,12
535,15
535,8
536,13
536,1
536,2
537,5
537,12
537,4
538,1
538,12
538,9
539,6
539,12
539,18
540,6
541,13
541,1
541,5
542,6
542,12
542,20
543,5
543,12
543,3
544,13
544,1
544,14
545,2
545,17
546,5
546,12
546,4
547,19
547,12
547,21
548,6
548,21
548,20
549,12
549,17
550,1
550,5
550,12
551,12
551,21
552,12
552,20
553,1
553,12
554,1
554,12
554,14
555,12
556,12
556,17
556,14
557,19
557,11
557,17
558,6
558,12
558,9
559,6
559,12
559,18
560,12
560,11
560,20
561,19
561,11
561,21
562,12
562,11
563,6
563,20
564,6
564,12
564,20
565,13
565,1
565,20
566,6
566,15
566,8
567,1
567,2
567,10
568,12
568,2
569,9
569,2
570,13
570,6
570,19
571,13
571,12
571,17
572,12
572,15
573,12
574,13
574,12
574,4
575,6
575,12
576,5
576,12
576,4
577,1
577,6
577,18
578,13
578,19
578,12
579,16
579,13
579,1
580,5
580,12
580,7
581,12
582,12
582,4
582,3
583,13
583,1
583,10
584,13
584,1
584,10
585,19
585,12
585,21
586,12
586,20
587,16
587,5
587,19
588,5
588,6
588,12
589,12
589,21
590,12
591,12
591,20
592,6
592,20
593,16
593,13
593,1
594,6
594,12
594,9
595,6
595,12
595,18
596,16
596,5
596,12
597,16
597,1
597,6
598,19
598,12
598,21
599,6
599,12
599,20
600,16
600,13
600,1
601,5
601,6
601,12
602,12
602,17
603,13
603,19
603,12
604,19
604,12
604,21
605,1
605,5
605,19
606,13
606,19
606,12
607,5
607,12
607,4
608,19
608,12
608,21
609,13
609,19
609,17
610,1
610,9
611,12
611,4
611,21
612,19
612,12
612,21
613,12
613,4
613,17
614,6
614,12
615,5
615,12
615,7
616,13
616,17
617,12
617,4
617,3
618,12
618,15
618,20
619,1
619,9
620,12
621,12
621,21
621,20
622,19
622,12
623,5
623,19
623,12
624,13
624,1
624,9
625,12
625,9
625,20
626,13
626,1
626,12
627,6
627,12
628,13
628,6
628,21
629,12
629,9
629,20
630,12
630,18
630,8
631,6
631,19
631,12
632,12
632,20
633,5
633,12
633,7
634,16
634,1
634,6
635,13
635,1
635,10
636,5
636,12
636,15
637,12
638,12
638,20
639,1
639,5
639,12
640,19
640,12
641,16
641,6
641,12
642,13
642,12
642,17
643,13
643,1
643,12
644,16
644,12
644,9
645,5
645,12
645,7
646,13
646,1
646,9
647,12
648,1
648,12
648,20
649,13
649,19
649,17
650,5
650,12
650,17
651,5
651,12
651,18
652,16
652,1
652,6
653,12
653,20
654,19
654,12
654,20
655,12
655,10
655,17
656,13
656,12
656,21
657,12
658,5
658,6
658,12
659,12
660,13
660,5
660,12
661,6
661,12
661,18
662,12
662,20
663,6
663,12
664,13
664,19
664,12
665,19
665,12
665,20
666,16
666,13
666,19
667,13
667,19
667,17
668,6
668,12
669,12
669,9
669,15
670,19
670,12
671,12
671,17
672,5
672,12
673,16
673,1
673,12
674,5
674,12
674,4
675,13
675,19
675,12
676,1
676,6
676,10
677,19
677,12
677,4
678,13
678,1
678,10
679,13
679,6
679,9
680,6
681,6
681,19
681,12
682,1
682,6
682,18
683,12
684,6
684,12
685,5
685,12
685,4
686,13
686,6
686,9
687,1
687,5
687,12
688,6
688,19
688,12
689,18
689,10
690,12
691,12
691,20
692,14
693,1
693,4
693,3
694,12
694,21
694,17
695,16
695,10
696,19
696,12
696,17
697,13
697,19
697,12
698,12
698,15
698,8
699,18
699,9
699,8
700,12
701,17
702,6
702,12
703,13
703,5
703,19
704,12
704,18
704,8
705,6
705,18
705,9
706,13
706,12
706,4
707,12
707,20
708,2
709,19
709,12
710,13
710,1
710,12
711,13
711,19
711,12
712,1
712,6
712,11
713,11
713,17
714,1
714,12
714,14
715,21
715,17
716,6
716,18
716,20
717,12
717,2
717,10
718,6
718,8
718,3
719,13
719,19
719,12
720,12
720,2
720,10
721,12
722,12
722,20
723,13
723,1
723,6
724,19
724,12
724,21
725,2
725,21
725,17
726,13
726,1
726,17
727,6
727,12
727,20
728,6
728,2
729,16
729,12
729,18
730,5
730,12
730,20
731,13
731,1
731,6
732,12
732,20
733,6
733,12
734,6
734,12
735,12
735,20
736,12
736,7
737,12
737,15
737,20
738,13
738,1
738,10
739,12
739,15
739,8
740,1
740,6
740,12
741,16
741,1
741,6
742,16
742,1
742,12
743,12
744,6
744,9
744,20
745,16
745,13
745,1
746,12
746,10
746,17
747,13
747,1
747,10
748,12
748,3
749,5
749,12
750,13
750,1
750,10
751,6
752,13
752,1
752,17
753,6
753,12
753,20
754,5
754,12
754,17
755,6
755,12
755,20
756,1
756,18
756,9
757,16
757,1
757,6
758,5
758,12
758,4
759,16
759,12
759,9
760,5
760,19
760,12
761,6
761,12
761,20
762,16
762,1
762,6
763,19
763,12
763,9
764,19
764,12
765,12
765,10
765,17
766,12
767,5
767,12
767,4
768,19
768,12
768,21
769,13
769,19
769,12
770,12
770,4
770,15
771,5
771,12
771,15
772,16
772,1
772,6
773,12
773,17
773,3
774,12
774,20
775,13
775,19
775,12
776,19
776,12
776,17
777,13
777,6
777,9
778,13
778,21
778,17
779,12
779,17
780,5
780,12
780,15
781,6
781,12
782,1
782,18
782,9
783,13
783,19
783,12
784,16
784,12
784,18
785,13
785,12
786,12
787,6
787,12
787,20
788,12
789,12
790,6
790,12
791,12
791,4
791,3
792,19
792,12
792,17
793,12
793,17
794,12
794,15
795,6
795,12
795,15
796,19
796,17
797,16
797,13
797,9
798,1
798,6
798,19
799,1
799,6
799,12
800,16
800,6
800,9
801,6
802,6
802,12
803,19
803,12
803,17
804,6
804,12
804,20
805,12
805,21
805,10
806,6
806,12
806,9
807,6
807,12
807,20
808,13
808,1
808,10
809,6
810,5
810,19
810,12
811,5
811,12
811,15
812,19
812,12
812,21
813,12
814,12
814,18
814,9
815,6
815,19
815,12
816,5
816,6
816,12
817,6
818,6
818,12
819,12
820,6
820,12
820,18
821,5
821,12
821,4
822,13
822,1
822,12
823,16
823,1
823,6
824,19
824,12
824,21
825,12
825,17
826,12
827,6
827,12
827,17
828,19
828,12
828,17
829,16
829,1
829,6
830,21
830,17
831,6
831,12
832,5
832,12
832,4
833,13
833,12
833,4
834,19
834,12
834,21
835,12
835,21
835,17
836,6
836,9
836,20
837,6
837,19
837,12
838,6
839,12
840,13
840,1
840,10
841,13
841,1
842,12
843,6
844,16
844,1
844,18
845,2
845,17
846,12
846,17
847,6
847,3
848,13
848,19
848,17
849,6
849,14
850,5
850,19
850,12
851,13
851,19
851,12
852,1
852,12
852,17
853,13
853,19
853,12
854,13
854,19
854,17
855,13
855,1
855,3
856,6
857,13
857,1
857,3
858,12
858,20
859,5
859,12
859,4
860,12
860,2
860,17
861,12
861,4
861,3
862,13
862,1
862,17
863,12
863,2
863,21
864,12
864,17
865,12
865,2
865,17
866,13
866,1
866,14
867,12
867,2
868,12
868,2
868,10
869,12
870,6
870,19
871,6
871,12
871,20
872,6
872,12
872,20
873,12
873,10
874,1
874,12
874,20
875,12
875,11
875,20
876,16
876,18
876,9
877,2
877,10
878,5
878,12
878,4
879,12
879,21
879,17
880,6
880,12
881,12
882,12
883,5
883,19
883,12
884,12
885,1
885,6
885,12
886,19
886,12
886,20
887,12
888,13
888,1
888,6
889,13
889,19
889,12
890,13
890,5
890,12
891,12
891,4
891,17
892,16
892,13
892,1
893,16
893,1
893,6
894,13
894,19
894,12
895,12
895,7
896,19
896,12
897,13
897,19
897,12
898,5
898,6
898,12
899,13
899,1
899,12
900,21
900,17
901,13
901,17
902,13
902,19
902,12
903,16
903,1
903,18
904,12
904,15
904,20
905,12
905,14
906,12
906,20
907,16
907,6
907,19
908,6
908,12
908,20
909,13
909,6
909,19
910,13
910,1
910,19
911,5
911,12
911,7
912,12
912,2
912,17
913,1
913,6
913,9
914,12
914,17
915,13
915,1
915,21
916,5
916,12
916,7
917,12
918,12
919,13
919,19
919,12
920,1
920,18
920,9
921,16
921,1
921,18
922,19
922,12
922,21
923,19
923,12
923,21
924,5
924,12
924,15
925,13
925,5
925,12
926,12
926,9
926,21
927,19
927,12
927,17
928,13
928,1
928,18
929,13
929,12
930,12
930,20
930,17
931,13
931,12
931,21
932,13
932,19
932,12
933,2
933,21
933,17
934,12
935,12
936,6
936,12
936,20
937,12
937,21
937,20
938,6
938,12
939,19
939,12
939,17
940,19
940,12
940,17
941,5
941,12
941,18
942,12
943,12
943,10
943,17
944,12
944,2
944,10
945,13
945,1
945,12
946,6
946,12
947,12
948,1
948,18
948,9
949,2
949,21
949,17
950,5
950,19
950,12
951,12
951,4
951,3
952,13
952,19
952,21
953,5
953,12
953,7
954,6
954,19
954,12
955,19
955,12
955,17
956,12
956,3
957,16
957,1
957,18
958,1
958,6
958,12
959,19
959,12
959,17
960,21
960,10
960,17
961,19
961,12
961,17
962,21
962,17
963,12
963,20
964,13
964,1
964,17
965,1
965,12
965,9
966,12
966,20
967,1
967,12
967,4
968,6
968,12
968,20
969,13
969,19
969,12
970,6
971,6
971,19
972,16
972,12
972,20
973,6
973,19
974,6
974,18
975,19
975,12
976,6
976,12
976,20
977,16
977,18
977,9
978,6
978,19
979,6
979,12
980,13
980,19
980,17
981,19
981,12
981,17
982,12
983,13
983,1
983,10
984,13
984,19
984,17
985,1
985,6
985,18
986,13
986,5
986,19
987,16
987,1
987,12
988,5
988,19
988,12
989,12
989,10
990,6
990,19
990,12
991,12
991,3
991,14
992,1
992,6
992,3
993,16
993,1
993,18
994,12
994,21
994,17
995,6
995,15
995,8
996,6
996,12
996,20
997,12
997,14
998,12
998,20
998,3
999,12
999,3
1000,19
1000,21
1000,17
